Tabela de observabilidade - Troianos - 1m60 


Iluninação da lua: 85.0 %


--------------------------------------------------------------------------------------------------------------------------------------------------------


Objeto                       |  mag  |  rot  | 18:00 | 19:00 | 20:00 | 21:00 | 22:00 | 23:00 | 00:00 | 01:00 | 02:00 | 03:00 | 04:00 | 05:00 | 06:00 |
-----------------------------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+
624 Hektor (A907 CF)         |  14.7 |   6.9 |  47.0 |  60.1 |  71.0 |  74.4 |  66.6 |  54.4 |  41.0 |       |       |       |       |       |       |
1437 Diomedes (1937 PB)      |  15.5 |  24.5 |       |  47.5 |  60.1 |  72.0 |  79.8 |  74.6 |  63.1 |  50.6 |  38.0 |       |       |       |       |
911 Agamemnon (A919 FB)      |  15.5 |   6.6 |  51.5 |  63.9 |  72.9 |  72.0 |  62.2 |  49.4 |  35.9 |       |       |       |       |       |       |
588 Achilles (A906 DN)       |  15.6 |   7.3 |  38.9 |  52.8 |  66.5 |  78.8 |  79.9 |  68.0 |  54.4 |  40.5 |       |       |       |       |       |
3063 Makhaon (1983 PV)       |  15.8 |   8.6 |  46.0 |  59.8 |  73.3 |  82.8 |  75.0 |  61.6 |  47.8 |       |       |       |       |       |       |
1143 Odysseus (1930 BH)      |  15.8 |  10.1 |  48.6 |  58.8 |  64.2 |  62.0 |  53.4 |  41.9 |       |       |       |       |       |       |       |
2797 Teucer (1981 LK)        |  15.9 |  10.1 |       |       |  38.2 |  47.0 |  51.9 |  51.4 |  45.7 |  36.5 |       |       |       |       |       |
1583 Antilochus (1950 SA)    |  15.9 |  15.8 |  35.6 |  49.5 |  63.4 |  77.0 |  85.1 |  73.3 |  59.6 |  45.7 |       |       |       |       |       |
3793 Leonteus (1985 TE3)     |  16.1 |   5.6 |  36.1 |  49.6 |  62.1 |  71.5 |  71.9 |  62.9 |  50.5 |  37.0 |       |       |       |       |       |
2920 Automedon (1981 JR)     |  16.2 |  10.2 |  52.0 |  65.7 |  78.7 |  81.6 |  69.6 |  55.9 |  42.0 |       |       |       |       |       |       |
4063 Euforbo (1989 CG2)      |  16.3 |   8.8 |       |       |  38.4 |  46.6 |  50.7 |  49.6 |  43.6 |       |       |       |       |       |       |
3540 Protesilaos (1973 UF5)  |  16.4 |   8.9 |       |  43.5 |  53.5 |  59.4 |  58.7 |  51.9 |  41.5 |       |       |       |       |       |       |
4060 Deipylos (1987 YT1)     |  16.5 |  11.5 |  39.6 |  50.5 |  58.2 |  60.1 |  55.1 |  45.6 |       |       |       |       |       |       |       |
15436 Dexius (1998 VU30)     |  16.7 |   9.0 |  58.3 |  71.4 |  80.2 |  74.0 |  61.3 |  47.6 |       |       |       |       |       |       |       |
659 Nestor (A908 FE)         |  16.7 |  16.0 |  49.0 |  56.7 |  58.9 |  54.5 |  45.4 |       |       |       |       |       |       |       |       |
3596 Meriones (1985 VO)      |  16.7 |   6.5 |  39.2 |  53.0 |  66.6 |  78.4 |  78.7 |  67.0 |  53.5 |  39.6 |       |       |       |       |       |
4836 Medon (1989 CK1)        |  16.7 |   9.8 |       |       |  37.6 |  47.4 |  53.6 |  54.4 |  49.4 |  40.4 |       |       |       |       |       |
2456 Palamedes (1966 BA1)    |  16.7 |   7.2 |  47.6 |  60.9 |  72.5 |  76.4 |  68.1 |  55.5 |  42.0 |       |       |       |       |       |       |
1749 Telamon (1949 SB)       |  16.8 |  11.4 |  42.3 |  54.9 |  65.5 |  70.0 |  65.0 |  54.3 |  41.6 |       |       |       |       |       |       |
3709 Polypoites (1985 TL3)   |  16.8 |  10.0 |  55.2 |  63.7 |  65.4 |  59.2 |  48.5 |  36.0 |       |       |       |       |       |       |       |
4834 Thoas (1989 AM2)        |  16.8 |  18.2 |       |       |       |  35.2 |  35.4 |       |       |       |       |       |       |       |       |
4068 Menestheus (1973 SW)    |  16.8 |  14.3 |  49.0 |  58.2 |  62.2 |  58.9 |  50.1 |  38.5 |       |       |       |       |       |       |       |
5254 Ulysses (1986 VG1)      |  16.9 |  28.7 |       |       |  36.0 |  39.4 |  38.6 |       |       |       |       |       |       |       |       |
7641 Cteatus (1986 TT6)      |  16.9 |  27.8 |  71.3 |  83.1 |  79.4 |  66.6 |  53.3 |  40.1 |       |       |       |       |       |       |       |
4086 Podalirius (1985 VK2)   |  17.0 |  10.2 |       |       |  43.1 |  52.8 |  58.2 |  57.4 |  50.6 |  40.2 |       |       |       |       |       |
2260 Neoptolemus (1975 WM1)  |  17.0 |   8.2 |       |  35.4 |  42.5 |  45.8 |  44.4 |  38.6 |       |       |       |       |       |       |       |
3564 Talthybius (1985 TC1)   |  17.1 |  40.6 |  39.9 |  45.3 |  46.1 |  42.2 |       |       |       |       |       |       |       |       |       |
2759 Idomeneus (1980 GC)     |  17.2 | 479.0 |  36.1 |  47.6 |  56.4 |  60.1 |  56.9 |  48.5 |  37.2 |       |       |       |       |       |       |
21601 Aias (1998 XO89)       |  17.2 |  12.7 |       |  42.3 |  55.5 |  68.5 |  80.5 |  80.8 |  68.9 |  55.8 |  42.7 |       |       |       |       |
4035 Thestor (1986 WD)       |  17.2 |  13.5 |  58.2 |  68.5 |  71.7 |  64.8 |  53.2 |  40.1 |       |       |       |       |       |       |       |
3548 Eurybates (1973 SO)     |  17.2 |   8.7 |       |  37.7 |  50.9 |  63.0 |  71.1 |  69.8 |  60.3 |  47.8 |       |       |       |       |       |
23135 Pheidas (2000 AN146)   |  17.2 |   8.7 |  46.3 |  60.2 |  74.1 |  87.0 |  77.5 |  63.7 |  49.8 |  36.0 |       |       |       |       |       |
1404 Ajax (1936 QW)          |  17.2 |  29.4 |  54.1 |  62.8 |  65.0 |  59.3 |  49.0 |  36.6 |       |       |       |       |       |       |       |
4543 Phoinix (1989 CQ1)      |  17.2 |  38.9 |       |  47.4 |  61.1 |  75.0 |  88.7 |  77.3 |  63.5 |  49.7 |  36.1 |       |       |       |       |
4902 Thessandrus (1989 AN2)  |  17.3 | 738.0 |  44.7 |  54.9 |  60.9 |  60.2 |  53.0 |  42.3 |       |       |       |       |       |       |       |
6090 Aulis (1989 DJ)         |  17.4 |  18.5 |  56.3 |  62.3 |  61.1 |  53.4 |  42.4 |       |       |       |       |       |       |       |       |
15440 Eioneus (1998 WX4)     |  17.4 |  21.4 |       |  35.5 |  36.5 |       |       |       |       |       |       |       |       |       |       |
9799 Thronium (1996 RJ)      |  17.4 |  21.5 |  73.1 |  86.3 |  79.0 |  65.4 |  51.8 |  38.2 |       |       |       |       |       |       |       |
21900 Orus (1999 VQ10)       |  17.5 |  13.4 |  52.3 |  64.3 |  72.0 |  69.8 |  59.7 |  47.1 |       |       |       |       |       |       |       |
38050 Bias (1998 VR38)       |  17.5 |  18.9 |  67.7 |  81.5 |  83.7 |  70.0 |  56.1 |  42.3 |       |       |       |       |       |       |       |
7119 Hiera (1989 AV2)        |  17.5 | 400.0 |  64.7 |  76.4 |  78.3 |  67.6 |  54.3 |  40.5 |       |       |       |       |       |       |       |
6545 Leitus (1986 TR6)       |  17.5 |  16.3 |  36.8 |  50.7 |  64.5 |  78.4 |  86.1 |  73.0 |  59.1 |  45.3 |       |       |       |       |       |
1868 Thersites (2008 P-L)    |  17.5 |  10.5 |  56.5 |  65.7 |  67.9 |  61.5 |  50.5 |  37.7 |       |       |       |       |       |       |       |
5284 Orsilocus (1989 CK2)    |  17.6 |  10.3 |       |       |  39.7 |  44.1 |  43.9 |  39.4 |       |       |       |       |       |       |       |
5258 Rhoeo (1989 AU1)        |  17.6 |  19.9 |  54.8 |  63.4 |  65.5 |  59.5 |  49.0 |  36.5 |       |       |       |       |       |       |       |
16974 Iphthime (1998 WR21)   |  17.7 |  78.9 |  62.5 |  72.6 |  73.6 |  64.4 |  51.8 |  38.3 |       |       |       |       |       |       |       |
11395 Iphinous (1998 XN77)   |  17.8 |  13.7 |  62.4 |  74.0 |  77.1 |  67.8 |  55.0 |  41.3 |       |       |       |       |       |       |       |
5652 Amphimachus (1992 HS3)  |  17.9 |   8.4 |  43.8 |  55.8 |  64.9 |  67.2 |  61.1 |  50.2 |  37.5 |       |       |       |       |       |       |
5028 Halaesus (1988 BY1)     |  18.0 |  24.9 |       |  38.0 |  46.8 |  51.6 |  51.1 |  45.4 |  36.2 |       |       |       |       |       |       |
20729 Opheltius (1999 XS143) |  18.2 |   5.7 |  60.3 |  73.6 |  82.3 |  74.0 |  60.7 |  46.9 |       |       |       |       |       |       |       |
14268 (2000 AK156)           |  18.3 |   7.5 |  64.0 |  70.7 |  67.7 |  57.7 |  45.1 |       |       |       |       |       |       |       |       |
-----------------------------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+-------+


--------------------------------------------------------------------------------------------------------------------------------------------------------


Unidades: 
Nome | RA (hh mm ss.ss), DEC (dd mm ss.s) | EL (dd.d) AZ (dd.d) | magnitude aparente | moon_dis (dd.d)


Local Time: 2026-05-05 18:00 -- UTC: 2026-05-05 21:00
9799 Thronium (1996 RJ)            	| RA, DEC 10 04 43.27 -24 32 35.9	| EL, AZ: 73.1  100.9	| Mag: 17.4 	| moon_dis: 102.3
7641 Cteatus (1986 TT6)            	| RA, DEC 10 11 00.92 -27 40 21.0	| EL, AZ: 71.3  110.4	| Mag: 16.9 	| moon_dis: 99.3 
38050 Bias (1998 VR38)             	| RA, DEC 10 26 31.45 -19 57 56.2	| EL, AZ: 67.7  88.2 	| Mag: 17.5 	| moon_dis: 101.0
7119 Hiera (1989 AV2)              	| RA, DEC 10 28 26.08 -12 05 05.9	| EL, AZ: 64.7  70.0 	| Mag: 17.5 	| moon_dis: 105.0
14268 (2000 AK156)                 	| RA, DEC 10 04 02.06 -03 20 46.9	| EL, AZ: 64.0  45.4 	| Mag: 18.3 	| moon_dis: 114.8
16974 Iphthime (1998 WR21)         	| RA, DEC 10 26 29.69 -07 07 51.7	| EL, AZ: 62.5  60.0 	| Mag: 17.7 	| moon_dis: 108.1
11395 Iphinous (1998 XN77)         	| RA, DEC 10 34 37.38 -10 06 55.3	| EL, AZ: 62.4  67.8 	| Mag: 17.8 	| moon_dis: 104.8
20729 Opheltius (1999 XS143)       	| RA, DEC 10 52 32.72 -14 40 13.6	| EL, AZ: 60.3  80.3 	| Mag: 18.2 	| moon_dis: 98.7 
15436 Dexius (1998 VU30)           	| RA, DEC 10 58 14.89 -12 44 17.8	| EL, AZ: 58.3  77.7 	| Mag: 16.7 	| moon_dis: 98.5 
4035 Thestor (1986 WD)             	| RA, DEC 10 39 29.86 -04 18 25.1	| EL, AZ: 58.2  59.3 	| Mag: 17.2 	| moon_dis: 106.8
1868 Thersites (2008 P-L)          	| RA, DEC 10 36 15.52 -00 39 06.1	| EL, AZ: 56.5  53.2 	| Mag: 17.5 	| moon_dis: 109.3
6090 Aulis (1989 DJ)               	| RA, DEC 10 12 02.53 +04 51 45.3	| EL, AZ: 56.3  38.4 	| Mag: 17.4 	| moon_dis: 117.2
3709 Polypoites (1985 TL3)         	| RA, DEC 10 33 46.72 +01 47 03.8	| EL, AZ: 55.2  49.3 	| Mag: 16.8 	| moon_dis: 111.0
5258 Rhoeo (1989 AU1)              	| RA, DEC 10 36 12.17 +01 50 55.9	| EL, AZ: 54.8  50.0 	| Mag: 17.6 	| moon_dis: 110.5
1404 Ajax (1936 QW)                	| RA, DEC 10 37 47.47 +02 23 32.6	| EL, AZ: 54.1  49.8 	| Mag: 17.2 	| moon_dis: 110.4
21900 Orus (1999 VQ10)             	| RA, DEC 11 09 36.36 -04 55 32.3	| EL, AZ: 52.3  67.6 	| Mag: 17.5 	| moon_dis: 99.9 
2920 Automedon (1981 JR)           	| RA, DEC 11 30 19.15 -15 39 13.5	| EL, AZ: 52.0  87.0 	| Mag: 16.2 	| moon_dis: 90.3 
911 Agamemnon (A919 FB)            	| RA, DEC 11 17 09.75 -06 29 10.9	| EL, AZ: 51.5  71.3 	| Mag: 15.5 	| moon_dis: 97.5 
4068 Menestheus (1973 SW)          	| RA, DEC 10 54 37.07 +05 23 00.8	| EL, AZ: 49.0  51.1 	| Mag: 16.8 	| moon_dis: 108.1
659 Nestor (A908 FE)               	| RA, DEC 10 41 00.20 +08 36 36.4	| EL, AZ: 49.0  44.0 	| Mag: 16.7 	| moon_dis: 112.6
1143 Odysseus (1930 BH)            	| RA, DEC 11 04 50.09 +03 09 16.0	| EL, AZ: 48.6  56.2 	| Mag: 15.8 	| moon_dis: 104.8
2456 Palamedes (1966 BA1)          	| RA, DEC 11 39 23.03 -09 07 01.0	| EL, AZ: 47.6  78.7 	| Mag: 16.7 	| moon_dis: 91.4 
624 Hektor (A907 CF)               	| RA, DEC 11 38 32.10 -07 07 07.4	| EL, AZ: 47.0  75.9 	| Mag: 14.7 	| moon_dis: 92.6 
23135 Pheidas (2000 AN146)         	| RA, DEC 11 59 19.17 -19 58 35.8	| EL, AZ: 46.3  96.0 	| Mag: 17.2 	| moon_dis: 82.2 
3063 Makhaon (1983 PV)             	| RA, DEC 11 55 49.12 -15 17 27.4	| EL, AZ: 46.0  89.2 	| Mag: 15.8 	| moon_dis: 85.0 
4902 Thessandrus (1989 AN2)        	| RA, DEC 11 15 27.95 +06 04 03.7	| EL, AZ: 44.7  55.4 	| Mag: 17.3 	| moon_dis: 103.8
5652 Amphimachus (1992 HS3)        	| RA, DEC 11 37 13.50 +00 07 39.9	| EL, AZ: 43.8  66.6 	| Mag: 17.9 	| moon_dis: 96.2 
1749 Telamon (1949 SB)             	| RA, DEC 11 50 13.92 -02 22 53.2	| EL, AZ: 42.3  71.8 	| Mag: 16.8 	| moon_dis: 92.2 
3564 Talthybius (1985 TC1)         	| RA, DEC 10 31 35.21 +21 15 35.3	| EL, AZ: 39.9  31.1 	| Mag: 17.1 	| moon_dis: 119.7
4060 Deipylos (1987 YT1)           	| RA, DEC 11 37 34.44 +07 20 39.1	| EL, AZ: 39.6  58.7 	| Mag: 16.5 	| moon_dis: 99.4 
3596 Meriones (1985 VO)            	| RA, DEC 12 22 51.28 -13 24 21.5	| EL, AZ: 39.2  89.4 	| Mag: 16.7 	| moon_dis: 80.0 
588 Achilles (A906 DN)             	| RA, DEC 12 25 16.11 -14 30 49.0	| EL, AZ: 38.9  91.0 	| Mag: 15.6 	| moon_dis: 79.0 
6545 Leitus (1986 TR6)             	| RA, DEC 12 40 13.96 -19 33 04.0	| EL, AZ: 36.8  98.3 	| Mag: 17.5 	| moon_dis: 73.6 
2759 Idomeneus (1980 GC)           	| RA, DEC 11 54 28.89 +07 31 10.9	| EL, AZ: 36.1  61.7 	| Mag: 17.2 	| moon_dis: 95.8 
3793 Leonteus (1985 TE3)           	| RA, DEC 12 24 00.89 -05 34 55.4	| EL, AZ: 36.1  80.3 	| Mag: 16.1 	| moon_dis: 83.2 
1583 Antilochus (1950 SA)          	| RA, DEC 12 43 41.65 -17 54 20.7	| EL, AZ: 35.6  96.6 	| Mag: 15.9 	| moon_dis: 73.5 
--------------------------------------------------------------------------------------------------------------------------------------------------------


Local Time: 2026-05-05 19:00 -- UTC: 2026-05-05 22:00
9799 Thronium (1996 RJ)            	| RA, DEC 10 04 43.55 -24 32 22.7	| EL, AZ: 86.3  126.0	| Mag: 17.4 	| moon_dis: 102.8
7641 Cteatus (1986 TT6)            	| RA, DEC 10 11 01.31 -27 40 03.6	| EL, AZ: 83.1  141.2	| Mag: 16.9 	| moon_dis: 99.8 
38050 Bias (1998 VR38)             	| RA, DEC 10 26 31.66 -19 57 41.5	| EL, AZ: 81.5  75.0 	| Mag: 17.5 	| moon_dis: 101.5
7119 Hiera (1989 AV2)              	| RA, DEC 10 28 26.12 -12 04 58.8	| EL, AZ: 76.4  42.0 	| Mag: 17.5 	| moon_dis: 105.6
11395 Iphinous (1998 XN77)         	| RA, DEC 10 34 37.47 -10 06 44.0	| EL, AZ: 74.0  41.8 	| Mag: 17.8 	| moon_dis: 105.4
20729 Opheltius (1999 XS143)       	| RA, DEC 10 52 32.50 -14 40 06.9	| EL, AZ: 73.6  64.5 	| Mag: 18.2 	| moon_dis: 99.2 
16974 Iphthime (1998 WR21)         	| RA, DEC 10 26 29.82 -07 07 44.2	| EL, AZ: 72.6  30.2 	| Mag: 17.7 	| moon_dis: 108.6
15436 Dexius (1998 VU30)           	| RA, DEC 10 58 14.79 -12 44 08.2	| EL, AZ: 71.4  61.5 	| Mag: 16.7 	| moon_dis: 99.1 
14268 (2000 AK156)                 	| RA, DEC 10 04 02.32 -03 20 43.4	| EL, AZ: 70.7  9.5  	| Mag: 18.3 	| moon_dis: 115.4
4035 Thestor (1986 WD)             	| RA, DEC 10 39 29.93 -04 18 18.6	| EL, AZ: 68.5  34.5 	| Mag: 17.2 	| moon_dis: 107.4
2920 Automedon (1981 JR)           	| RA, DEC 11 30 18.85 -15 39 00.4	| EL, AZ: 65.7  78.3 	| Mag: 16.2 	| moon_dis: 90.9 
1868 Thersites (2008 P-L)          	| RA, DEC 10 36 15.56 -00 38 59.7	| EL, AZ: 65.7  28.1 	| Mag: 17.5 	| moon_dis: 109.9
21900 Orus (1999 VQ10)             	| RA, DEC 11 09 36.18 -04 55 26.4	| EL, AZ: 64.3  50.1 	| Mag: 17.5 	| moon_dis: 100.5
911 Agamemnon (A919 FB)            	| RA, DEC 11 17 09.31 -06 29 08.6	| EL, AZ: 63.9  55.7 	| Mag: 15.5 	| moon_dis: 98.1 
3709 Polypoites (1985 TL3)         	| RA, DEC 10 33 46.89 +01 47 10.8	| EL, AZ: 63.7  24.5 	| Mag: 16.8 	| moon_dis: 111.6
5258 Rhoeo (1989 AU1)              	| RA, DEC 10 36 12.32 +01 50 58.7	| EL, AZ: 63.4  25.7 	| Mag: 17.6 	| moon_dis: 111.1
1404 Ajax (1936 QW)                	| RA, DEC 10 37 47.36 +02 23 32.2	| EL, AZ: 62.8  26.0 	| Mag: 17.2 	| moon_dis: 111.0
6090 Aulis (1989 DJ)               	| RA, DEC 10 12 02.63 +04 51 43.1	| EL, AZ: 62.3  11.1 	| Mag: 17.4 	| moon_dis: 117.9
2456 Palamedes (1966 BA1)          	| RA, DEC 11 39 22.50 -09 06 56.2	| EL, AZ: 60.9  67.2 	| Mag: 16.7 	| moon_dis: 92.0 
